GEOID,NAME,variable,estimate,moe
04013050608,"Census Tract 506.08, Maricopa County, Arizona",total_pop,333,NA
04013050608,"Census Tract 506.08, Maricopa County, Arizona",med_age,28.5,2.8
04013050608,"Census Tract 506.08, Maricopa County, Arizona",med_income,54901,12377
04013050609,"Census Tract 506.09, Maricopa County, Arizona",total_pop,297,NA
04013050609,"Census Tract 506.09, Maricopa County, Arizona",med_age,34.4,2.1
04013050609,"Census Tract 506.09, Maricopa County, Arizona",med_income,43929,10678
04013050610,"Census Tract 506.10, Maricopa County, Arizona",total_pop,382,NA
04013050610,"Census Tract 506.10, Maricopa County, Arizona",med_age,27.7,4.5
04013050610,"Census Tract 506.10, Maricopa County, Arizona",med_income,74627,9054
04013050611,"Census Tract 506.11, Maricopa County, Arizona",total_pop,250,NA
04013050611,"Census Tract 506.11, Maricopa County, Arizona",med_age,29.3,1.9
04013050611,"Census Tract 506.11, Maricopa County, Arizona",med_income,77582,8320
04013050701,"Census Tract 507.01, Maricopa County, Arizona",total_pop,313,NA
04013050701,"Census Tract 507.01, Maricopa County, Arizona",med_age,29.5,2.2
04013050701,"Census Tract 507.01, Maricopa County, Arizona",med_income,43241,11084
04013050702,"Census Tract 507.02, Maricopa County, Arizona",total_pop,376,NA
04013050702,"Census Tract 507.02, Maricopa County, Arizona",med_age,28.9,5
04013050702,"Census Tract 507.02, Maricopa County, Arizona",med_income,30488,5121
04013060801,"Census Tract 608.01, Maricopa County, Arizona",total_pop,370,NA
04013060801,"Census Tract 608.01, Maricopa County, Arizona",med_age,32.9,6.2
04013060801,"Census Tract 608.01, Maricopa County, Arizona",med_income,31607,4188
04013060802,"Census Tract 608.02, Maricopa County, Arizona",total_pop,189,NA
04013060802,"Census Tract 608.02, Maricopa County, Arizona",med_age,29.5,3.3
04013060802,"Census Tract 608.02, Maricopa County, Arizona",med_income,55833,8748
04013060901,"Census Tract 609.01, Maricopa County, Arizona",total_pop,229,NA
04013060901,"Census Tract 609.01, Maricopa County, Arizona",med_age,27.5,1.6
04013060901,"Census Tract 609.01, Maricopa County, Arizona",med_income,54849,3447
04013060902,"Census Tract 609.02, Maricopa County, Arizona",total_pop,211,NA
04013060902,"Census Tract 609.02, Maricopa County, Arizona",med_age,30,8.3
04013060902,"Census Tract 609.02, Maricopa County, Arizona",med_income,33862,3770
04013060903,"Census Tract 609.03, Maricopa County, Arizona",total_pop,307,NA
04013060903,"Census Tract 609.03, Maricopa County, Arizona",med_age,22.1,1.6
04013060903,"Census Tract 609.03, Maricopa County, Arizona",med_income,34131,6659
04013060904,"Census Tract 609.04, Maricopa County, Arizona",total_pop,229,NA
04013060904,"Census Tract 609.04, Maricopa County, Arizona",med_age,26.4,1.6
04013060904,"Census Tract 609.04, Maricopa County, Arizona",med_income,34595,6238
04013061009,"Census Tract 610.09, Maricopa County, Arizona",total_pop,400,NA
04013061009,"Census Tract 610.09, Maricopa County, Arizona",med_age,35.9,6
04013061009,"Census Tract 610.09, Maricopa County, Arizona",med_income,62038,9795
04013061010,"Census Tract 610.10, Maricopa County, Arizona",total_pop,289,NA
04013061010,"Census Tract 610.10, Maricopa County, Arizona",med_age,46.3,2.9
04013061010,"Census Tract 610.10, Maricopa County, Arizona",med_income,79922,17005
04013061011,"Census Tract 610.11, Maricopa County, Arizona",total_pop,286,NA
04013061011,"Census Tract 610.11, Maricopa County, Arizona",med_age,28.5,3.7
04013061011,"Census Tract 610.11, Maricopa County, Arizona",med_income,48682,3945
04013061012,"Census Tract 610.12, Maricopa County, Arizona",total_pop,309,NA
04013061012,"Census Tract 610.12, Maricopa County, Arizona",med_age,40.2,4
04013061012,"Census Tract 610.12, Maricopa County, Arizona",med_income,62640,5571
04013061013,"Census Tract 610.13, Maricopa County, Arizona",total_pop,329,NA
04013061013,"Census Tract 610.13, Maricopa County, Arizona",med_age,31.7,2.8
04013061013,"Census Tract 610.13, Maricopa County, Arizona",med_income,66250,19307
04013061014,"Census Tract 610.14, Maricopa County, Arizona",total_pop,231,NA
04013061014,"Census Tract 610.14, Maricopa County, Arizona",med_age,28.2,6.1
04013061014,"Census Tract 610.14, Maricopa County, Arizona",med_income,53874,6659
04013061015,"Census Tract 610.15, Maricopa County, Arizona",total_pop,366,NA
04013061015,"Census Tract 610.15, Maricopa County, Arizona",med_age,31.4,4.1
04013061015,"Census Tract 610.15, Maricopa County, Arizona",med_income,67053,5412
04013061016,"Census Tract 610.16, Maricopa County, Arizona",total_pop,222,NA
04013061016,"Census Tract 610.16, Maricopa County, Arizona",med_age,29.8,1.5
04013061016,"Census Tract 610.16, Maricopa County, Arizona",med_income,75156,16546
04013061017,"Census Tract 610.17, Maricopa County, Arizona",total_pop,476,NA
04013061017,"Census Tract 610.17, Maricopa County, Arizona",med_age,35.4,1.1
04013061017,"Census Tract 610.17, Maricopa County, Arizona",med_income,NA,NA
04013061018,"Census Tract 610.18, Maricopa County, Arizona",total_pop,278,NA
04013061018,"Census Tract 610.18, Maricopa County, Arizona",med_age,69.8,0.9
04013061018,"Census Tract 610.18, Maricopa County, Arizona",med_income,69152,8703
04013061019,"Census Tract 610.19, Maricopa County, Arizona",total_pop,229,NA
04013061019,"Census Tract 610.19, Maricopa County, Arizona",med_age,31.8,4.6
04013061019,"Census Tract 610.19, Maricopa County, Arizona",med_income,58192,12756
04013061020,"Census Tract 610.20, Maricopa County, Arizona",total_pop,195,NA
04013061020,"Census Tract 610.20, Maricopa County, Arizona",med_age,33.6,4.9
04013061020,"Census Tract 610.20, Maricopa County, Arizona",med_income,95440,7767
04013061021,"Census Tract 610.21, Maricopa County, Arizona",total_pop,164,NA
04013061021,"Census Tract 610.21, Maricopa County, Arizona",med_age,33.1,11.2
04013061021,"Census Tract 610.21, Maricopa County, Arizona",med_income,78393,8529
04013061022,"Census Tract 610.22, Maricopa County, Arizona",total_pop,349,NA
04013061022,"Census Tract 610.22, Maricopa County, Arizona",med_age,29.9,1.9
04013061022,"Census Tract 610.22, Maricopa County, Arizona",med_income,57491,4008
04013061023,"Census Tract 610.23, Maricopa County, Arizona",total_pop,422,NA
04013061023,"Census Tract 610.23, Maricopa County, Arizona",med_age,31.3,1.9
04013061023,"Census Tract 610.23, Maricopa County, Arizona",med_income,87849,11819
04013061024,"Census Tract 610.24, Maricopa County, Arizona",total_pop,159,NA
04013061024,"Census Tract 610.24, Maricopa County, Arizona",med_age,23.5,1.8
04013061024,"Census Tract 610.24, Maricopa County, Arizona",med_income,60385,13434
04013061025,"Census Tract 610.25, Maricopa County, Arizona",total_pop,317,NA
04013061025,"Census Tract 610.25, Maricopa County, Arizona",med_age,31.4,1.9
04013061025,"Census Tract 610.25, Maricopa County, Arizona",med_income,71969,6958
04013061026,"Census Tract 610.26, Maricopa County, Arizona",total_pop,317,NA
04013061026,"Census Tract 610.26, Maricopa County, Arizona",med_age,33.3,1.8
04013061026,"Census Tract 610.26, Maricopa County, Arizona",med_income,59828,8625
04013061027,"Census Tract 610.27, Maricopa County, Arizona",total_pop,232,NA
04013061027,"Census Tract 610.27, Maricopa County, Arizona",med_age,38.2,3.8
04013061027,"Census Tract 610.27, Maricopa County, Arizona",med_income,56346,10282
04013061028,"Census Tract 610.28, Maricopa County, Arizona",total_pop,155,NA
04013061028,"Census Tract 610.28, Maricopa County, Arizona",med_age,29.5,4
04013061028,"Census Tract 610.28, Maricopa County, Arizona",med_income,51354,14140
04013061029,"Census Tract 610.29, Maricopa County, Arizona",total_pop,250,NA
04013061029,"Census Tract 610.29, Maricopa County, Arizona",med_age,32.4,0.9
04013061029,"Census Tract 610.29, Maricopa County, Arizona",med_income,59879,7115
04013061030,"Census Tract 610.30, Maricopa County, Arizona",total_pop,312,NA
04013061030,"Census Tract 610.30, Maricopa County, Arizona",med_age,29.4,1.1
04013061030,"Census Tract 610.30, Maricopa County, Arizona",med_income,69314,15001
04013061031,"Census Tract 610.31, Maricopa County, Arizona",total_pop,186,NA
04013061031,"Census Tract 610.31, Maricopa County, Arizona",med_age,33.2,4.6
04013061031,"Census Tract 610.31, Maricopa County, Arizona",med_income,66865,9283
04013061032,"Census Tract 610.32, Maricopa County, Arizona",total_pop,318,NA
04013061032,"Census Tract 610.32, Maricopa County, Arizona",med_age,28.2,2.8
04013061032,"Census Tract 610.32, Maricopa County, Arizona",med_income,66699,12985
04013061033,"Census Tract 610.33, Maricopa County, Arizona",total_pop,322,NA
04013061033,"Census Tract 610.33, Maricopa County, Arizona",med_age,32.8,1.9
04013061033,"Census Tract 610.33, Maricopa County, Arizona",med_income,65132,7206
04013061034,"Census Tract 610.34, Maricopa County, Arizona",total_pop,269,NA
04013061034,"Census Tract 610.34, Maricopa County, Arizona",med_age,30.5,2.2
04013061034,"Census Tract 610.34, Maricopa County, Arizona",med_income,62891,7136
04013061035,"Census Tract 610.35, Maricopa County, Arizona",total_pop,263,NA
04013061035,"Census Tract 610.35, Maricopa County, Arizona",med_age,32.9,3.5
04013061035,"Census Tract 610.35, Maricopa County, Arizona",med_income,77753,6122
04013061036,"Census Tract 610.36, Maricopa County, Arizona",total_pop,202,NA
04013061036,"Census Tract 610.36, Maricopa County, Arizona",med_age,28.2,9.3
04013061036,"Census Tract 610.36, Maricopa County, Arizona",med_income,87500,12502
04013061037,"Census Tract 610.37, Maricopa County, Arizona",total_pop,265,NA
04013061037,"Census Tract 610.37, Maricopa County, Arizona",med_age,30.2,1.8
04013061037,"Census Tract 610.37, Maricopa County, Arizona",med_income,72103,8059
04013061038,"Census Tract 610.38, Maricopa County, Arizona",total_pop,254,NA
04013061038,"Census Tract 610.38, Maricopa County, Arizona",med_age,29.2,4.1
04013061038,"Census Tract 610.38, Maricopa County, Arizona",med_income,62308,11823
04013061039,"Census Tract 610.39, Maricopa County, Arizona",total_pop,234,NA
04013061039,"Census Tract 610.39, Maricopa County, Arizona",med_age,31.6,4.1
04013061039,"Census Tract 610.39, Maricopa County, Arizona",med_income,82457,17597
04013061040,"Census Tract 610.40, Maricopa County, Arizona",total_pop,191,NA
04013061040,"Census Tract 610.40, Maricopa County, Arizona",med_age,31.8,4.6
04013061040,"Census Tract 610.40, Maricopa County, Arizona",med_income,49398,5513
04013061041,"Census Tract 610.41, Maricopa County, Arizona",total_pop,203,NA
04013061041,"Census Tract 610.41, Maricopa County, Arizona",med_age,30.5,1.3
04013061041,"Census Tract 610.41, Maricopa County, Arizona",med_income,47000,18001
04013061042,"Census Tract 610.42, Maricopa County, Arizona",total_pop,146,NA
04013061042,"Census Tract 610.42, Maricopa County, Arizona",med_age,45.7,24.2
04013061042,"Census Tract 610.42, Maricopa County, Arizona",med_income,44888,5221
04013061043,"Census Tract 610.43, Maricopa County, Arizona",total_pop,189,NA
04013061043,"Census Tract 610.43, Maricopa County, Arizona",med_age,29.6,2.7
04013061043,"Census Tract 610.43, Maricopa County, Arizona",med_income,76540,17009
04013061044,"Census Tract 610.44, Maricopa County, Arizona",total_pop,359,NA
04013061044,"Census Tract 610.44, Maricopa County, Arizona",med_age,31.2,2.2
04013061044,"Census Tract 610.44, Maricopa County, Arizona",med_income,75066,6047
04013061045,"Census Tract 610.45, Maricopa County, Arizona",total_pop,297,NA
04013061045,"Census Tract 610.45, Maricopa County, Arizona",med_age,44.6,3.7
04013061045,"Census Tract 610.45, Maricopa County, Arizona",med_income,78000,10021
04013061046,"Census Tract 610.46, Maricopa County, Arizona",total_pop,266,NA
04013061046,"Census Tract 610.46, Maricopa County, Arizona",med_age,29,4.3
04013061046,"Census Tract 610.46, Maricopa County, Arizona",med_income,71027,15534
04013061047,"Census Tract 610.47, Maricopa County, Arizona",total_pop,261,NA
04013061047,"Census Tract 610.47, Maricopa County, Arizona",med_age,34.5,4.2
04013061047,"Census Tract 610.47, Maricopa County, Arizona",med_income,106389,17832
04013061100,"Census Tract 611, Maricopa County, Arizona",total_pop,284,NA
04013061100,"Census Tract 611, Maricopa County, Arizona",med_age,21.4,0.3
04013061100,"Census Tract 611, Maricopa County, Arizona",med_income,40625,18448
04013061200,"Census Tract 612, Maricopa County, Arizona",total_pop,332,NA
04013061200,"Census Tract 612, Maricopa County, Arizona",med_age,28.9,3.3
04013061200,"Census Tract 612, Maricopa County, Arizona",med_income,32895,7092
04013061300,"Census Tract 613, Maricopa County, Arizona",total_pop,211,NA
04013061300,"Census Tract 613, Maricopa County, Arizona",med_age,29,7
04013061300,"Census Tract 613, Maricopa County, Arizona",med_income,46395,5062
04013061401,"Census Tract 614.01, Maricopa County, Arizona",total_pop,137,NA
04013061401,"Census Tract 614.01, Maricopa County, Arizona",med_age,25.4,9
04013061401,"Census Tract 614.01, Maricopa County, Arizona",med_income,26333,16906
04013061402,"Census Tract 614.02, Maricopa County, Arizona",total_pop,287,NA
04013061402,"Census Tract 614.02, Maricopa County, Arizona",med_age,25,2.3
04013061402,"Census Tract 614.02, Maricopa County, Arizona",med_income,29375,7872
04013071503,"Census Tract 715.03, Maricopa County, Arizona",total_pop,325,NA
04013071503,"Census Tract 715.03, Maricopa County, Arizona",med_age,77.2,1.7
04013071503,"Census Tract 715.03, Maricopa County, Arizona",med_income,37457,5371
04013071504,"Census Tract 715.04, Maricopa County, Arizona",total_pop,238,NA
04013071504,"Census Tract 715.04, Maricopa County, Arizona",med_age,73.7,1.6
04013071504,"Census Tract 715.04, Maricopa County, Arizona",med_income,34551,4095
04013071505,"Census Tract 715.05, Maricopa County, Arizona",total_pop,350,NA
04013071505,"Census Tract 715.05, Maricopa County, Arizona",med_age,69.8,2
04013071505,"Census Tract 715.05, Maricopa County, Arizona",med_income,36921,5436
04013071506,"Census Tract 715.06, Maricopa County, Arizona",total_pop,257,NA
04013071506,"Census Tract 715.06, Maricopa County, Arizona",med_age,73,1.6
04013071506,"Census Tract 715.06, Maricopa County, Arizona",med_income,39745,4820
04013071509,"Census Tract 715.09, Maricopa County, Arizona",total_pop,363,NA
04013071509,"Census Tract 715.09, Maricopa County, Arizona",med_age,37.1,4.3
04013071509,"Census Tract 715.09, Maricopa County, Arizona",med_income,77785,11004
04013071510,"Census Tract 715.10, Maricopa County, Arizona",total_pop,373,NA
04013071510,"Census Tract 715.10, Maricopa County, Arizona",med_age,42.9,3.9
04013071510,"Census Tract 715.10, Maricopa County, Arizona",med_income,98261,12170
04013071511,"Census Tract 715.11, Maricopa County, Arizona",total_pop,243,NA
04013071511,"Census Tract 715.11, Maricopa County, Arizona",med_age,39.3,5.3
04013071511,"Census Tract 715.11, Maricopa County, Arizona",med_income,54795,7098
04013071512,"Census Tract 715.12, Maricopa County, Arizona",total_pop,300,NA
04013071512,"Census Tract 715.12, Maricopa County, Arizona",med_age,39.2,3.1
04013071512,"Census Tract 715.12, Maricopa County, Arizona",med_income,72807,13332
04013071513,"Census Tract 715.13, Maricopa County, Arizona",total_pop,185,NA
04013071513,"Census Tract 715.13, Maricopa County, Arizona",med_age,44,2.1
04013071513,"Census Tract 715.13, Maricopa County, Arizona",med_income,104514,18264
04013071514,"Census Tract 715.14, Maricopa County, Arizona",total_pop,279,NA
04013071514,"Census Tract 715.14, Maricopa County, Arizona",med_age,39,3.3
04013071514,"Census Tract 715.14, Maricopa County, Arizona",med_income,66618,17883
04013071515,"Census Tract 715.15, Maricopa County, Arizona",total_pop,248,NA
04013071515,"Census Tract 715.15, Maricopa County, Arizona",med_age,46.2,6
04013071515,"Census Tract 715.15, Maricopa County, Arizona",med_income,55850,7010
04013071516,"Census Tract 715.16, Maricopa County, Arizona",total_pop,223,NA
04013071516,"Census Tract 715.16, Maricopa County, Arizona",med_age,64.6,2.9
04013071516,"Census Tract 715.16, Maricopa County, Arizona",med_income,34190,5257
04013071517,"Census Tract 715.17, Maricopa County, Arizona",total_pop,237,NA
04013071517,"Census Tract 715.17, Maricopa County, Arizona",med_age,35,5.3
04013071517,"Census Tract 715.17, Maricopa County, Arizona",med_income,67976,7301
04013071600,"Census Tract 716, Maricopa County, Arizona",total_pop,253,NA
04013071600,"Census Tract 716, Maricopa County, Arizona",med_age,44.3,3.9
04013071600,"Census Tract 716, Maricopa County, Arizona",med_income,27037,7230
04013071701,"Census Tract 717.01, Maricopa County, Arizona",total_pop,260,NA
04013071701,"Census Tract 717.01, Maricopa County, Arizona",med_age,30.2,2.3
04013071701,"Census Tract 717.01, Maricopa County, Arizona",med_income,58393,11403
04013071702,"Census Tract 717.02, Maricopa County, Arizona",total_pop,213,NA
04013071702,"Census Tract 717.02, Maricopa County, Arizona",med_age,73.4,2.3
04013071702,"Census Tract 717.02, Maricopa County, Arizona",med_income,30000,5085
04013071801,"Census Tract 718.01, Maricopa County, Arizona",total_pop,326,NA
04013071801,"Census Tract 718.01, Maricopa County, Arizona",med_age,70,2.5
04013071801,"Census Tract 718.01, Maricopa County, Arizona",med_income,28929,4278
04013071802,"Census Tract 718.02, Maricopa County, Arizona",total_pop,200,NA
04013071802,"Census Tract 718.02, Maricopa County, Arizona",med_age,71,2.3
04013071802,"Census Tract 718.02, Maricopa County, Arizona",med_income,34059,5141
04013071903,"Census Tract 719.03, Maricopa County, Arizona",total_pop,288,NA
04013071903,"Census Tract 719.03, Maricopa County, Arizona",med_age,38.4,5
04013071903,"Census Tract 719.03, Maricopa County, Arizona",med_income,58922,5693
04013071906,"Census Tract 719.06, Maricopa County, Arizona",total_pop,360,NA
04013071906,"Census Tract 719.06, Maricopa County, Arizona",med_age,31.3,5.1
04013071906,"Census Tract 719.06, Maricopa County, Arizona",med_income,54508,9551
04013071909,"Census Tract 719.09, Maricopa County, Arizona",total_pop,284,NA
04013071909,"Census Tract 719.09, Maricopa County, Arizona",med_age,38.1,7.7
04013071909,"Census Tract 719.09, Maricopa County, Arizona",med_income,42417,6903
04013071910,"Census Tract 719.10, Maricopa County, Arizona",total_pop,299,NA
04013071910,"Census Tract 719.10, Maricopa County, Arizona",med_age,33.8,3.2
04013071910,"Census Tract 719.10, Maricopa County, Arizona",med_income,42660,12939
04013071911,"Census Tract 719.11, Maricopa County, Arizona",total_pop,219,NA
04013071911,"Census Tract 719.11, Maricopa County, Arizona",med_age,27.2,1.6
04013071911,"Census Tract 719.11, Maricopa County, Arizona",med_income,60802,6070
04013071912,"Census Tract 719.12, Maricopa County, Arizona",total_pop,137,NA
04013071912,"Census Tract 719.12, Maricopa County, Arizona",med_age,32.2,6.3
04013071912,"Census Tract 719.12, Maricopa County, Arizona",med_income,30425,7018
04013071913,"Census Tract 719.13, Maricopa County, Arizona",total_pop,267,NA
04013071913,"Census Tract 719.13, Maricopa County, Arizona",med_age,31.8,3.2
04013071913,"Census Tract 719.13, Maricopa County, Arizona",med_income,36027,2476
04013071914,"Census Tract 719.14, Maricopa County, Arizona",total_pop,258,NA
04013071914,"Census Tract 719.14, Maricopa County, Arizona",med_age,30.2,2
04013071914,"Census Tract 719.14, Maricopa County, Arizona",med_income,53393,12985
04013071915,"Census Tract 719.15, Maricopa County, Arizona",total_pop,187,NA
04013071915,"Census Tract 719.15, Maricopa County, Arizona",med_age,32.1,7.1
04013071915,"Census Tract 719.15, Maricopa County, Arizona",med_income,34219,6295
04013082002,"Census Tract 820.02, Maricopa County, Arizona",total_pop,273,NA
04013082002,"Census Tract 820.02, Maricopa County, Arizona",med_age,29.9,4.8
04013082002,"Census Tract 820.02, Maricopa County, Arizona",med_income,46142,6214
04013082007,"Census Tract 820.07, Maricopa County, Arizona",total_pop,237,NA
04013082007,"Census Tract 820.07, Maricopa County, Arizona",med_age,36.1,4.1
04013082007,"Census Tract 820.07, Maricopa County, Arizona",med_income,39181,2122
04013082008,"Census Tract 820.08, Maricopa County, Arizona",total_pop,353,NA
04013082008,"Census Tract 820.08, Maricopa County, Arizona",med_age,26.6,2.4
04013082008,"Census Tract 820.08, Maricopa County, Arizona",med_income,40037,6343
04013082009,"Census Tract 820.09, Maricopa County, Arizona",total_pop,295,NA
04013082009,"Census Tract 820.09, Maricopa County, Arizona",med_age,23.9,2.4
04013082009,"Census Tract 820.09, Maricopa County, Arizona",med_income,54500,7737
04013082010,"Census Tract 820.10, Maricopa County, Arizona",total_pop,274,NA
04013082010,"Census Tract 820.10, Maricopa County, Arizona",med_age,25.7,2.4
04013082010,"Census Tract 820.10, Maricopa County, Arizona",med_income,33901,4286
04013082012,"Census Tract 820.12, Maricopa County, Arizona",total_pop,412,NA
04013082012,"Census Tract 820.12, Maricopa County, Arizona",med_age,25.6,1.8
