GEOID,NAME,variable,estimate,moe
04013010101,"Census Tract 101.01, Maricopa County, Arizona",total_pop,254,NA
04013010101,"Census Tract 101.01, Maricopa County, Arizona",med_age,61.9,2.7
04013010101,"Census Tract 101.01, Maricopa County, Arizona",med_income,87167,21599
04013010102,"Census Tract 101.02, Maricopa County, Arizona",total_pop,233,NA
04013010102,"Census Tract 101.02, Maricopa County, Arizona",med_age,63.8,2.3
04013010102,"Census Tract 101.02, Maricopa County, Arizona",med_income,115725,23564
04013030401,"Census Tract 304.01, Maricopa County, Arizona",total_pop,179,NA
04013030401,"Census Tract 304.01, Maricopa County, Arizona",med_age,64.9,2.6
04013030401,"Census Tract 304.01, Maricopa County, Arizona",med_income,113889,12613
04013030402,"Census Tract 304.02, Maricopa County, Arizona",total_pop,309,NA
04013030402,"Census Tract 304.02, Maricopa County, Arizona",med_age,56.7,1.9
04013030402,"Census Tract 304.02, Maricopa County, Arizona",med_income,81994,8271
04013040502,"Census Tract 405.02, Maricopa County, Arizona",total_pop,258,NA
04013040502,"Census Tract 405.02, Maricopa County, Arizona",med_age,51.2,6.6
04013040502,"Census Tract 405.02, Maricopa County, Arizona",med_income,40434,6011
04013040506,"Census Tract 405.06, Maricopa County, Arizona",total_pop,313,NA
04013040506,"Census Tract 405.06, Maricopa County, Arizona",med_age,73.9,1.7
04013040506,"Census Tract 405.06, Maricopa County, Arizona",med_income,40978,7396
04013040507,"Census Tract 405.07, Maricopa County, Arizona",total_pop,388,NA
04013040507,"Census Tract 405.07, Maricopa County, Arizona",med_age,76,1.4
04013040507,"Census Tract 405.07, Maricopa County, Arizona",med_income,42378,5270
04013040512,"Census Tract 405.12, Maricopa County, Arizona",total_pop,284,NA
04013040512,"Census Tract 405.12, Maricopa County, Arizona",med_age,76.2,0.9
04013040512,"Census Tract 405.12, Maricopa County, Arizona",med_income,47271,2950
04013040513,"Census Tract 405.13, Maricopa County, Arizona",total_pop,312,NA
04013040513,"Census Tract 405.13, Maricopa County, Arizona",med_age,74.3,2.2
04013040513,"Census Tract 405.13, Maricopa County, Arizona",med_income,54132,6586
04013040514,"Census Tract 405.14, Maricopa County, Arizona",total_pop,307,NA
04013040514,"Census Tract 405.14, Maricopa County, Arizona",med_age,73.8,1.2
04013040514,"Census Tract 405.14, Maricopa County, Arizona",med_income,47424,4079
04013040515,"Census Tract 405.15, Maricopa County, Arizona",total_pop,456,NA
04013040515,"Census Tract 405.15, Maricopa County, Arizona",med_age,55,3.7
04013040515,"Census Tract 405.15, Maricopa County, Arizona",med_income,52911,6259
04013040516,"Census Tract 405.16, Maricopa County, Arizona",total_pop,415,NA
04013040516,"Census Tract 405.16, Maricopa County, Arizona",med_age,62,1.7
04013040516,"Census Tract 405.16, Maricopa County, Arizona",med_income,73156,9985
04013040517,"Census Tract 405.17, Maricopa County, Arizona",total_pop,420,NA
04013040517,"Census Tract 405.17, Maricopa County, Arizona",med_age,41.7,3.2
04013040517,"Census Tract 405.17, Maricopa County, Arizona",med_income,58276,4693
04013040518,"Census Tract 405.18, Maricopa County, Arizona",total_pop,351,NA
04013040518,"Census Tract 405.18, Maricopa County, Arizona",med_age,41.3,8.9
04013040518,"Census Tract 405.18, Maricopa County, Arizona",med_income,68192,9845
04013040519,"Census Tract 405.19, Maricopa County, Arizona",total_pop,481,NA
04013040519,"Census Tract 405.19, Maricopa County, Arizona",med_age,60.4,3
04013040519,"Census Tract 405.19, Maricopa County, Arizona",med_income,95521,10362
04013040520,"Census Tract 405.20, Maricopa County, Arizona",total_pop,476,NA
