GEOID,NAME,variable,estimate,moe
04013010101,"Census Tract 101.01, Maricopa County, Arizona",total_pop,250,NA
04013010101,"Census Tract 101.01, Maricopa County, Arizona",med_age,54.5,6.3
04013010101,"Census Tract 101.01, Maricopa County, Arizona",med_income,106818,17817
04013010102,"Census Tract 101.02, Maricopa County, Arizona",total_pop,188,NA
04013010102,"Census Tract 101.02, Maricopa County, Arizona",med_age,64.1,2
04013010102,"Census Tract 101.02, Maricopa County, Arizona",med_income,132822,17392
04013030401,"Census Tract 304.01, Maricopa County, Arizona",total_pop,164,NA
04013030401,"Census Tract 304.01, Maricopa County, Arizona",med_age,65.6,3.5
04013030401,"Census Tract 304.01, Maricopa County, Arizona",med_income,97188,14117
04013030402,"Census Tract 304.02, Maricopa County, Arizona",total_pop,288,NA
04013030402,"Census Tract 304.02, Maricopa County, Arizona",med_age,55.9,2.9
04013030402,"Census Tract 304.02, Maricopa County, Arizona",med_income,76069,7052
04013040502,"Census Tract 405.02, Maricopa County, Arizona",total_pop,285,NA
04013040502,"Census Tract 405.02, Maricopa County, Arizona",med_age,52.1,6.5
04013040502,"Census Tract 405.02, Maricopa County, Arizona",med_income,32424,8600
04013040506,"Census Tract 405.06, Maricopa County, Arizona",total_pop,328,NA
04013040506,"Census Tract 405.06, Maricopa County, Arizona",med_age,72.9,1.7
04013040506,"Census Tract 405.06, Maricopa County, Arizona",med_income,38090,3651
04013040507,"Census Tract 405.07, Maricopa County, Arizona",total_pop,376,NA
04013040507,"Census Tract 405.07, Maricopa County, Arizona",med_age,76.9,2.2
04013040507,"Census Tract 405.07, Maricopa County, Arizona",med_income,39721,4922
04013040512,"Census Tract 405.12, Maricopa County, Arizona",total_pop,237,NA
04013040512,"Census Tract 405.12, Maricopa County, Arizona",med_age,77.4,1.9
04013040512,"Census Tract 405.12, Maricopa County, Arizona",med_income,47232,8338
04013040513,"Census Tract 405.13, Maricopa County, Arizona",total_pop,273,NA
04013040513,"Census Tract 405.13, Maricopa County, Arizona",med_age,76.9,1.5
04013040513,"Census Tract 405.13, Maricopa County, Arizona",med_income,57690,6191
04013040514,"Census Tract 405.14, Maricopa County, Arizona",total_pop,281,NA
04013040514,"Census Tract 405.14, Maricopa County, Arizona",med_age,72.9,1.8
04013040514,"Census Tract 405.14, Maricopa County, Arizona",med_income,44375,4924
04013040515,"Census Tract 405.15, Maricopa County, Arizona",total_pop,395,NA
04013040515,"Census Tract 405.15, Maricopa County, Arizona",med_age,54.4,3.9
04013040515,"Census Tract 405.15, Maricopa County, Arizona",med_income,51984,12840
04013040516,"Census Tract 405.16, Maricopa County, Arizona",total_pop,299,NA
04013040516,"Census Tract 405.16, Maricopa County, Arizona",med_age,59.9,4.3
04013040516,"Census Tract 405.16, Maricopa County, Arizona",med_income,71875,13142
04013040517,"Census Tract 405.17, Maricopa County, Arizona",total_pop,381,NA
04013040517,"Census Tract 405.17, Maricopa County, Arizona",med_age,39.3,4.6
04013040517,"Census Tract 405.17, Maricopa County, Arizona",med_income,42334,6270
