GEOID,NAME,variable,estimate,moe
04013040506,"Census Tract 405.06, Maricopa County, Arizona",hispanic,16,25
04013040507,"Census Tract 405.07, Maricopa County, Arizona",white,6359,399
04013040507,"Census Tract 405.07, Maricopa County, Arizona",black,83,71
04013040507,"Census Tract 405.07, Maricopa County, Arizona",native,33,31
04013040507,"Census Tract 405.07, Maricopa County, Arizona",asian,91,64
04013040507,"Census Tract 405.07, Maricopa County, Arizona",hispanic,33,36
04013040512,"Census Tract 405.12, Maricopa County, Arizona",white,1667,124
04013040512,"Census Tract 405.12, Maricopa County, Arizona",black,15,17
04013040512,"Census Tract 405.12, Maricopa County, Arizona",native,10,15
04013040512,"Census Tract 405.12, Maricopa County, Arizona",asian,13,14
04013040512,"Census Tract 405.12, Maricopa County, Arizona",hispanic,18,15
04013040513,"Census Tract 405.13, Maricopa County, Arizona",white,3050,201
04013040513,"Census Tract 405.13, Maricopa County, Arizona",black,5,7
04013040513,"Census Tract 405.13, Maricopa County, Arizona",native,0,12
04013040513,"Census Tract 405.13, Maricopa County, Arizona",asian,0,12
04013040513,"Census Tract 405.13, Maricopa County, Arizona",hispanic,28,25
04013040514,"Census Tract 405.14, Maricopa County, Arizona",white,3018,254
04013040514,"Census Tract 405.14, Maricopa County, Arizona",black,10,15
04013040514,"Census Tract 405.14, Maricopa County, Arizona",native,0,12
04013040514,"Census Tract 405.14, Maricopa County, Arizona",asian,46,43
04013040514,"Census Tract 405.14, Maricopa County, Arizona",hispanic,65,55
04013040515,"Census Tract 405.15, Maricopa County, Arizona",white,3286,399
04013040515,"Census Tract 405.15, Maricopa County, Arizona",black,10,17
04013040515,"Census Tract 405.15, Maricopa County, Arizona",native,54,64
04013040515,"Census Tract 405.15, Maricopa County, Arizona",asian,23,26
04013040515,"Census Tract 405.15, Maricopa County, Arizona",hispanic,1292,457
04013040516,"Census Tract 405.16, Maricopa County, Arizona",white,4458,445
04013040516,"Census Tract 405.16, Maricopa County, Arizona",black,48,46
04013040516,"Census Tract 405.16, Maricopa County, Arizona",native,0,12
04013040516,"Census Tract 405.16, Maricopa County, Arizona",asian,5,9
04013040516,"Census Tract 405.16, Maricopa County, Arizona",hispanic,414,136
04013040517,"Census Tract 405.17, Maricopa County, Arizona",white,5838,740
04013040517,"Census Tract 405.17, Maricopa County, Arizona",black,446,545
04013040517,"Census Tract 405.17, Maricopa County, Arizona",native,45,70
04013040517,"Census Tract 405.17, Maricopa County, Arizona",asian,132,181
04013040517,"Census Tract 405.17, Maricopa County, Arizona",hispanic,1185,330
04013040518,"Census Tract 405.18, Maricopa County, Arizona",white,5118,585
04013040518,"Census Tract 405.18, Maricopa County, Arizona",black,300,175
04013040518,"Census Tract 405.18, Maricopa County, Arizona",native,6,15
04013040518,"Census Tract 405.18, Maricopa County, Arizona",asian,258,296
04013040518,"Census Tract 405.18, Maricopa County, Arizona",hispanic,1336,477
04013040519,"Census Tract 405.19, Maricopa County, Arizona",white,4976,515
04013040519,"Census Tract 405.19, Maricopa County, Arizona",black,189,134
04013040519,"Census Tract 405.19, Maricopa County, Arizona",native,16,24
04013040519,"Census Tract 405.19, Maricopa County, Arizona",asian,68,58
04013040519,"Census Tract 405.19, Maricopa County, Arizona",hispanic,632,254
04013040520,"Census Tract 405.20, Maricopa County, Arizona",white,4321,356
04013040520,"Census Tract 405.20, Maricopa County, Arizona",black,91,73
04013040520,"Census Tract 405.20, Maricopa County, Arizona",native,21,23
04013040520,"Census Tract 405.20, Maricopa County, Arizona",asian,147,96
04013040520,"Census Tract 405.20, Maricopa County, Arizona",hispanic,743,176
04013040521,"Census Tract 405.21, Maricopa County, Arizona",white,5875,483
04013040521,"Census Tract 405.21, Maricopa County, Arizona",black,459,377
04013040521,"Census Tract 405.21, Maricopa County, Arizona",native,30,49
04013040521,"Census Tract 405.21, Maricopa County, Arizona",asian,488,316
04013040521,"Census Tract 405.21, Maricopa County, Arizona",hispanic,1057,286
04013040522,"Census Tract 405.22, Maricopa County, Arizona",white,3877,347
04013040522,"Census Tract 405.22, Maricopa County, Arizona",black,29,45
04013040522,"Census Tract 405.22, Maricopa County, Arizona",native,0,12
04013040522,"Census Tract 405.22, Maricopa County, Arizona",asian,31,50
04013040522,"Census Tract 405.22, Maricopa County, Arizona",hispanic,31,34
04013040523,"Census Tract 405.23, Maricopa County, Arizona",white,2695,207
04013040523,"Census Tract 405.23, Maricopa County, Arizona",black,115,61
04013040523,"Census Tract 405.23, Maricopa County, Arizona",native,0,12
04013040523,"Census Tract 405.23, Maricopa County, Arizona",asian,41,40
04013040523,"Census Tract 405.23, Maricopa County, Arizona",hispanic,56,40
04013040524,"Census Tract 405.24, Maricopa County, Arizona",white,1303,113
04013040524,"Census Tract 405.24, Maricopa County, Arizona",black,52,31
04013040524,"Census Tract 405.24, Maricopa County, Arizona",native,0,12
04013040524,"Census Tract 405.24, Maricopa County, Arizona",asian,12,13
04013040524,"Census Tract 405.24, Maricopa County, Arizona",hispanic,28,22
04013040525,"Census Tract 405.25, Maricopa County, Arizona",white,3094,211
04013040525,"Census Tract 405.25, Maricopa County, Arizona",black,24,28
04013040525,"Census Tract 405.25, Maricopa County, Arizona",native,0,12
04013040525,"Census Tract 405.25, Maricopa County, Arizona",asian,20,22
04013040525,"Census Tract 405.25, Maricopa County, Arizona",hispanic,172,65
04013040526,"Census Tract 405.26, Maricopa County, Arizona",white,1909,187
04013040526,"Census Tract 405.26, Maricopa County, Arizona",black,33,31
04013040526,"Census Tract 405.26, Maricopa County, Arizona",native,0,12
04013040526,"Census Tract 405.26, Maricopa County, Arizona",asian,19,15
04013040526,"Census Tract 405.26, Maricopa County, Arizona",hispanic,71,57
04013040527,"Census Tract 405.27, Maricopa County, Arizona",white,3204,385
04013040527,"Census Tract 405.27, Maricopa County, Arizona",black,68,75
04013040527,"Census Tract 405.27, Maricopa County, Arizona",native,0,12
04013040527,"Census Tract 405.27, Maricopa County, Arizona",asian,31,36
04013040527,"Census Tract 405.27, Maricopa County, Arizona",hispanic,399,114
04013040528,"Census Tract 405.28, Maricopa County, Arizona",white,5520,380
04013040528,"Census Tract 405.28, Maricopa County, Arizona",black,45,52
04013040528,"Census Tract 405.28, Maricopa County, Arizona",native,0,17
04013040528,"Census Tract 405.28, Maricopa County, Arizona",asian,35,41
04013040528,"Census Tract 405.28, Maricopa County, Arizona",hispanic,106,70
04013040529,"Census Tract 405.29, Maricopa County, Arizona",white,2983,264
04013040529,"Census Tract 405.29, Maricopa County, Arizona",black,0,12
04013040529,"Census Tract 405.29, Maricopa County, Arizona",native,19,27
04013040529,"Census Tract 405.29, Maricopa County, Arizona",asian,53,40
04013040529,"Census Tract 405.29, Maricopa County, Arizona",hispanic,16,18
04013040530,"Census Tract 405.30, Maricopa County, Arizona",white,2477,358
04013040530,"Census Tract 405.30, Maricopa County, Arizona",black,285,198
04013040530,"Census Tract 405.30, Maricopa County, Arizona",native,0,12
04013040530,"Census Tract 405.30, Maricopa County, Arizona",asian,129,73
04013040530,"Census Tract 405.30, Maricopa County, Arizona",hispanic,792,257
04013040531,"Census Tract 405.31, Maricopa County, Arizona",white,2997,338
04013040531,"Census Tract 405.31, Maricopa County, Arizona",black,145,93
04013040531,"Census Tract 405.31, Maricopa County, Arizona",native,10,15
04013040531,"Census Tract 405.31, Maricopa County, Arizona",asian,22,26
04013040531,"Census Tract 405.31, Maricopa County, Arizona",hispanic,298,160
04013050603,"Census Tract 506.03, Maricopa County, Arizona",white,3523,447
04013050603,"Census Tract 506.03, Maricopa County, Arizona",black,44,59
04013050603,"Census Tract 506.03, Maricopa County, Arizona",native,201,178
04013050603,"Census Tract 506.03, Maricopa County, Arizona",asian,0,17
04013050603,"Census Tract 506.03, Maricopa County, Arizona",hispanic,1688,647
04013050604,"Census Tract 506.04, Maricopa County, Arizona",white,2133,378
04013050604,"Census Tract 506.04, Maricopa County, Arizona",black,0,12
04013050604,"Census Tract 506.04, Maricopa County, Arizona",native,0,12
04013050604,"Census Tract 506.04, Maricopa County, Arizona",asian,20,22
04013050604,"Census Tract 506.04, Maricopa County, Arizona",hispanic,1460,325
04013050605,"Census Tract 506.05, Maricopa County, Arizona",white,5333,641
04013050605,"Census Tract 506.05, Maricopa County, Arizona",black,527,136
04013050605,"Census Tract 506.05, Maricopa County, Arizona",native,23,35
04013050605,"Census Tract 506.05, Maricopa County, Arizona",asian,141,97
04013050605,"Census Tract 506.05, Maricopa County, Arizona",hispanic,2124,502
04013050606,"Census Tract 506.06, Maricopa County, Arizona",white,6452,646
04013050606,"Census Tract 506.06, Maricopa County, Arizona",black,211,184
04013050606,"Census Tract 506.06, Maricopa County, Arizona",native,0,17
04013050606,"Census Tract 506.06, Maricopa County, Arizona",asian,139,170
04013050606,"Census Tract 506.06, Maricopa County, Arizona",hispanic,2673,568
04013050607,"Census Tract 506.07, Maricopa County, Arizona",white,3456,674
04013050607,"Census Tract 506.07, Maricopa County, Arizona",black,234,167
04013050607,"Census Tract 506.07, Maricopa County, Arizona",native,19,21
04013050607,"Census Tract 506.07, Maricopa County, Arizona",asian,419,407
04013050607,"Census Tract 506.07, Maricopa County, Arizona",hispanic,3461,599
04013050608,"Census Tract 506.08, Maricopa County, Arizona",white,3859,735
04013050608,"Census Tract 506.08, Maricopa County, Arizona",black,642,160
04013050608,"Census Tract 506.08, Maricopa County, Arizona",native,313,306
04013050608,"Census Tract 506.08, Maricopa County, Arizona",asian,191,227
04013050608,"Census Tract 506.08, Maricopa County, Arizona",hispanic,2815,619
04013050609,"Census Tract 506.09, Maricopa County, Arizona",white,2393,289
04013050609,"Census Tract 506.09, Maricopa County, Arizona",black,604,266
04013050609,"Census Tract 506.09, Maricopa County, Arizona",native,21,27
04013050609,"Census Tract 506.09, Maricopa County, Arizona",asian,25,30
04013050609,"Census Tract 506.09, Maricopa County, Arizona",hispanic,2044,353
04013050610,"Census Tract 506.10, Maricopa County, Arizona",white,4809,666
04013050610,"Census Tract 506.10, Maricopa County, Arizona",black,1232,487
04013050610,"Census Tract 506.10, Maricopa County, Arizona",native,161,103
04013050610,"Census Tract 506.10, Maricopa County, Arizona",asian,88,93
04013050610,"Census Tract 506.10, Maricopa County, Arizona",hispanic,4602,652
04013050611,"Census Tract 506.11, Maricopa County, Arizona",white,2557,436
04013050611,"Census Tract 506.11, Maricopa County, Arizona",black,609,248
04013050611,"Census Tract 506.11, Maricopa County, Arizona",native,27,34
04013050611,"Census Tract 506.11, Maricopa County, Arizona",asian,26,24
04013050611,"Census Tract 506.11, Maricopa County, Arizona",hispanic,2827,684
04013050701,"Census Tract 507.01, Maricopa County, Arizona",white,2864,503
04013050701,"Census Tract 507.01, Maricopa County, Arizona",black,357,171
04013050701,"Census Tract 507.01, Maricopa County, Arizona",native,8,13
04013050701,"Census Tract 507.01, Maricopa County, Arizona",asian,104,110
04013050701,"Census Tract 507.01, Maricopa County, Arizona",hispanic,2704,654
04013050702,"Census Tract 507.02, Maricopa County, Arizona",white,1961,314
04013050702,"Census Tract 507.02, Maricopa County, Arizona",black,254,184
04013050702,"Census Tract 507.02, Maricopa County, Arizona",native,38,51
04013050702,"Census Tract 507.02, Maricopa County, Arizona",asian,41,37
04013050702,"Census Tract 507.02, Maricopa County, Arizona",hispanic,2437,448
04013060801,"Census Tract 608.01, Maricopa County, Arizona",white,2076,291
04013060801,"Census Tract 608.01, Maricopa County, Arizona",black,255,170
04013060801,"Census Tract 608.01, Maricopa County, Arizona",native,20,31
04013060801,"Census Tract 608.01, Maricopa County, Arizona",asian,37,46
04013060801,"Census Tract 608.01, Maricopa County, Arizona",hispanic,3341,655
04013060802,"Census Tract 608.02, Maricopa County, Arizona",white,1288,250
04013060802,"Census Tract 608.02, Maricopa County, Arizona",black,233,165
04013060802,"Census Tract 608.02, Maricopa County, Arizona",native,0,12
04013060802,"Census Tract 608.02, Maricopa County, Arizona",asian,94,70
04013060802,"Census Tract 608.02, Maricopa County, Arizona",hispanic,1215,291
04013060901,"Census Tract 609.01, Maricopa County, Arizona",white,2153,269
04013060901,"Census Tract 609.01, Maricopa County, Arizona",black,604,175
04013060901,"Census Tract 609.01, Maricopa County, Arizona",native,19,29
04013060901,"Census Tract 609.01, Maricopa County, Arizona",asian,56,54
04013060901,"Census Tract 609.01, Maricopa County, Arizona",hispanic,2133,352
04013060902,"Census Tract 609.02, Maricopa County, Arizona",white,584,238
04013060902,"Census Tract 609.02, Maricopa County, Arizona",black,472,281
04013060902,"Census Tract 609.02, Maricopa County, Arizona",native,0,12
04013060902,"Census Tract 609.02, Maricopa County, Arizona",asian,0,12
04013060902,"Census Tract 609.02, Maricopa County, Arizona",hispanic,2188,548
04013060903,"Census Tract 609.03, Maricopa County, Arizona",white,1491,402
04013060903,"Census Tract 609.03, Maricopa County, Arizona",black,267,118
04013060903,"Census Tract 609.03, Maricopa County, Arizona",native,72,81
04013060903,"Census Tract 609.03, Maricopa County, Arizona",asian,178,145
04013060903,"Census Tract 609.03, Maricopa County, Arizona",hispanic,3731,543
04013060904,"Census Tract 609.04, Maricopa County, Arizona",white,1303,287
04013060904,"Census Tract 609.04, Maricopa County, Arizona",black,220,137
04013060904,"Census Tract 609.04, Maricopa County, Arizona",native,57,50
04013060904,"Census Tract 609.04, Maricopa County, Arizona",asian,30,30
04013060904,"Census Tract 609.04, Maricopa County, Arizona",hispanic,1921,338
04013061009,"Census Tract 610.09, Maricopa County, Arizona",white,6008,634
04013061009,"Census Tract 610.09, Maricopa County, Arizona",black,680,370
04013061009,"Census Tract 610.09, Maricopa County, Arizona",native,2,4
04013061009,"Census Tract 610.09, Maricopa County, Arizona",asian,532,185
04013061009,"Census Tract 610.09, Maricopa County, Arizona",hispanic,3081,568
04013061010,"Census Tract 610.10, Maricopa County, Arizona",white,4339,317
04013061010,"Census Tract 610.10, Maricopa County, Arizona",black,69,62
04013061010,"Census Tract 610.10, Maricopa County, Arizona",native,113,161
04013061010,"Census Tract 610.10, Maricopa County, Arizona",asian,193,99
04013061010,"Census Tract 610.10, Maricopa County, Arizona",hispanic,865,235
04013061011,"Census Tract 610.11, Maricopa County, Arizona",white,3318,419
04013061011,"Census Tract 610.11, Maricopa County, Arizona",black,689,132
04013061011,"Census Tract 610.11, Maricopa County, Arizona",native,28,46
04013061011,"Census Tract 610.11, Maricopa County, Arizona",asian,536,239
04013061011,"Census Tract 610.11, Maricopa County, Arizona",hispanic,2842,875
04013061012,"Census Tract 610.12, Maricopa County, Arizona",white,3713,746
04013061012,"Census Tract 610.12, Maricopa County, Arizona",black,384,233
04013061012,"Census Tract 610.12, Maricopa County, Arizona",native,211,301
04013061012,"Census Tract 610.12, Maricopa County, Arizona",asian,712,334
04013061012,"Census Tract 610.12, Maricopa County, Arizona",hispanic,3069,910
04013061013,"Census Tract 610.13, Maricopa County, Arizona",white,2726,412
04013061013,"Census Tract 610.13, Maricopa County, Arizona",black,494,275
04013061013,"Census Tract 610.13, Maricopa County, Arizona",native,78,70
04013061013,"Census Tract 610.13, Maricopa County, Arizona",asian,749,183
04013061013,"Census Tract 610.13, Maricopa County, Arizona",hispanic,1990,460
04013061014,"Census Tract 610.14, Maricopa County, Arizona",white,2805,342
04013061014,"Census Tract 610.14, Maricopa County, Arizona",black,875,305
04013061014,"Census Tract 610.14, Maricopa County, Arizona",native,24,27
04013061014,"Census Tract 610.14, Maricopa County, Arizona",asian,230,146
04013061014,"Census Tract 610.14, Maricopa County, Arizona",hispanic,2652,476
04013061015,"Census Tract 610.15, Maricopa County, Arizona",white,2617,537
04013061015,"Census Tract 610.15, Maricopa County, Arizona",black,732,374
04013061015,"Census Tract 610.15, Maricopa County, Arizona",native,24,27
04013061015,"Census Tract 610.15, Maricopa County, Arizona",asian,114,99
04013061015,"Census Tract 610.15, Maricopa County, Arizona",hispanic,1960,614
04013061016,"Census Tract 610.16, Maricopa County, Arizona",white,3802,348
04013061016,"Census Tract 610.16, Maricopa County, Arizona",black,771,289
04013061016,"Census Tract 610.16, Maricopa County, Arizona",native,0,17
04013061016,"Census Tract 610.16, Maricopa County, Arizona",asian,562,244
04013061016,"Census Tract 610.16, Maricopa County, Arizona",hispanic,1431,454
04013061017,"Census Tract 610.17, Maricopa County, Arizona",white,1633,320
04013061017,"Census Tract 610.17, Maricopa County, Arizona",black,442,200
04013061017,"Census Tract 610.17, Maricopa County, Arizona",native,198,72
04013061017,"Census Tract 610.17, Maricopa County, Arizona",asian,7,12
04013061017,"Census Tract 610.17, Maricopa County, Arizona",hispanic,869,202
04013061018,"Census Tract 610.18, Maricopa County, Arizona",white,4105,265
04013061018,"Census Tract 610.18, Maricopa County, Arizona",black,114,119
04013061018,"Census Tract 610.18, Maricopa County, Arizona",native,0,12
04013061018,"Census Tract 610.18, Maricopa County, Arizona",asian,106,88
04013061018,"Census Tract 610.18, Maricopa County, Arizona",hispanic,130,93
04013061019,"Census Tract 610.19, Maricopa County, Arizona",white,2098,258
04013061019,"Census Tract 610.19, Maricopa County, Arizona",black,385,119
04013061019,"Census Tract 610.19, Maricopa County, Arizona",native,24,28
04013061019,"Census Tract 610.19, Maricopa County, Arizona",asian,432,296
04013061019,"Census Tract 610.19, Maricopa County, Arizona",hispanic,1588,262
04013061020,"Census Tract 610.20, Maricopa County, Arizona",white,1823,234
04013061020,"Census Tract 610.20, Maricopa County, Arizona",black,338,225
04013061020,"Census Tract 610.20, Maricopa County, Arizona",native,113,107
04013061020,"Census Tract 610.20, Maricopa County, Arizona",asian,343,233
04013061020,"Census Tract 610.20, Maricopa County, Arizona",hispanic,897,228
04013061021,"Census Tract 610.21, Maricopa County, Arizona",white,1063,200
04013061021,"Census Tract 610.21, Maricopa County, Arizona",black,244,162
04013061021,"Census Tract 610.21, Maricopa County, Arizona",native,45,61
04013061021,"Census Tract 610.21, Maricopa County, Arizona",asian,146,98
04013061021,"Census Tract 610.21, Maricopa County, Arizona",hispanic,629,83
04013061022,"Census Tract 610.22, Maricopa County, Arizona",white,5031,681
04013061022,"Census Tract 610.22, Maricopa County, Arizona",black,1044,440
04013061022,"Census Tract 610.22, Maricopa County, Arizona",native,24,26
04013061022,"Census Tract 610.22, Maricopa County, Arizona",asian,185,168
04013061022,"Census Tract 610.22, Maricopa County, Arizona",hispanic,3380,464
04013061023,"Census Tract 610.23, Maricopa County, Arizona",white,4924,594
04013061023,"Census Tract 610.23, Maricopa County, Arizona",black,1113,439
04013061023,"Census Tract 610.23, Maricopa County, Arizona",native,43,53
04013061023,"Census Tract 610.23, Maricopa County, Arizona",asian,619,177
04013061023,"Census Tract 610.23, Maricopa County, Arizona",hispanic,4624,647
04013061024,"Census Tract 610.24, Maricopa County, Arizona",white,953,143
04013061024,"Census Tract 610.24, Maricopa County, Arizona",black,99,79
04013061024,"Census Tract 610.24, Maricopa County, Arizona",native,94,98
04013061024,"Census Tract 610.24, Maricopa County, Arizona",asian,26,26
04013061024,"Census Tract 610.24, Maricopa County, Arizona",hispanic,732,206
04013061025,"Census Tract 610.25, Maricopa County, Arizona",white,7151,734
04013061025,"Census Tract 610.25, Maricopa County, Arizona",black,682,177
04013061025,"Census Tract 610.25, Maricopa County, Arizona",native,0,19
04013061025,"Census Tract 610.25, Maricopa County, Arizona",asian,498,191
04013061025,"Census Tract 610.25, Maricopa County, Arizona",hispanic,1906,387
04013061026,"Census Tract 610.26, Maricopa County, Arizona",white,3688,408
04013061026,"Census Tract 610.26, Maricopa County, Arizona",black,439,301
04013061026,"Census Tract 610.26, Maricopa County, Arizona",native,0,17
04013061026,"Census Tract 610.26, Maricopa County, Arizona",asian,311,189
04013061026,"Census Tract 610.26, Maricopa County, Arizona",hispanic,1019,306
04013061027,"Census Tract 610.27, Maricopa County, Arizona",white,3605,521
04013061027,"Census Tract 610.27, Maricopa County, Arizona",black,285,195
04013061027,"Census Tract 610.27, Maricopa County, Arizona",native,56,95
04013061027,"Census Tract 610.27, Maricopa County, Arizona",asian,214,176
04013061027,"Census Tract 610.27, Maricopa County, Arizona",hispanic,1178,533
04013061028,"Census Tract 610.28, Maricopa County, Arizona",white,2411,293
04013061028,"Census Tract 610.28, Maricopa County, Arizona",black,119,72
04013061028,"Census Tract 610.28, Maricopa County, Arizona",native,0,12
04013061028,"Census Tract 610.28, Maricopa County, Arizona",asian,43,41
04013061028,"Census Tract 610.28, Maricopa County, Arizona",hispanic,392,186
04013061029,"Census Tract 610.29, Maricopa County, Arizona",white,3200,329
04013061029,"Census Tract 610.29, Maricopa County, Arizona",black,183,126
04013061029,"Census Tract 610.29, Maricopa County, Arizona",native,53,58
04013061029,"Census Tract 610.29, Maricopa County, Arizona",asian,0,12
04013061029,"Census Tract 610.29, Maricopa County, Arizona",hispanic,1039,213
04013061030,"Census Tract 610.30, Maricopa County, Arizona",white,5531,613
04013061030,"Census Tract 610.30, Maricopa County, Arizona",black,819,145
04013061030,"Census Tract 610.30, Maricopa County, Arizona",native,0,17
04013061030,"Census Tract 610.30, Maricopa County, Arizona",asian,129,106
04013061030,"Census Tract 610.30, Maricopa County, Arizona",hispanic,1624,282
04013061031,"Census Tract 610.31, Maricopa County, Arizona",white,3241,343
04013061031,"Census Tract 610.31, Maricopa County, Arizona",black,348,254
04013061031,"Census Tract 610.31, Maricopa County, Arizona",native,21,23
04013061031,"Census Tract 610.31, Maricopa County, Arizona",asian,121,88
04013061031,"Census Tract 610.31, Maricopa County, Arizona",hispanic,956,266
04013061032,"Census Tract 610.32, Maricopa County, Arizona",white,4825,630
04013061032,"Census Tract 610.32, Maricopa County, Arizona",black,416,183
04013061032,"Census Tract 610.32, Maricopa County, Arizona",native,41,59
04013061032,"Census Tract 610.32, Maricopa County, Arizona",asian,93,58
04013061032,"Census Tract 610.32, Maricopa County, Arizona",hispanic,1106,392
04013061033,"Census Tract 610.33, Maricopa County, Arizona",white,4441,470
04013061033,"Census Tract 610.33, Maricopa County, Arizona",black,436,230
04013061033,"Census Tract 610.33, Maricopa County, Arizona",native,131,190
04013061033,"Census Tract 610.33, Maricopa County, Arizona",asian,121,116
04013061033,"Census Tract 610.33, Maricopa County, Arizona",hispanic,1807,422
04013061034,"Census Tract 610.34, Maricopa County, Arizona",white,5283,998
04013061034,"Census Tract 610.34, Maricopa County, Arizona",black,559,584
04013061034,"Census Tract 610.34, Maricopa County, Arizona",native,0,17
04013061034,"Census Tract 610.34, Maricopa County, Arizona",asian,267,230
04013061034,"Census Tract 610.34, Maricopa County, Arizona",hispanic,1950,480
04013061035,"Census Tract 610.35, Maricopa County, Arizona",white,4454,443
04013061035,"Census Tract 610.35, Maricopa County, Arizona",black,723,282
04013061035,"Census Tract 610.35, Maricopa County, Arizona",native,0,17
04013061035,"Census Tract 610.35, Maricopa County, Arizona",asian,347,198
04013061035,"Census Tract 610.35, Maricopa County, Arizona",hispanic,1385,341
04013061036,"Census Tract 610.36, Maricopa County, Arizona",white,2387,280
04013061036,"Census Tract 610.36, Maricopa County, Arizona",black,380,157
04013061036,"Census Tract 610.36, Maricopa County, Arizona",native,0,12
04013061036,"Census Tract 610.36, Maricopa County, Arizona",asian,254,146
04013061036,"Census Tract 610.36, Maricopa County, Arizona",hispanic,909,207
04013061037,"Census Tract 610.37, Maricopa County, Arizona",white,3582,409
04013061037,"Census Tract 610.37, Maricopa County, Arizona",black,263,128
04013061037,"Census Tract 610.37, Maricopa County, Arizona",native,14,22
04013061037,"Census Tract 610.37, Maricopa County, Arizona",asian,300,134
04013061037,"Census Tract 610.37, Maricopa County, Arizona",hispanic,1037,268
04013061038,"Census Tract 610.38, Maricopa County, Arizona",white,3255,292
04013061038,"Census Tract 610.38, Maricopa County, Arizona",black,211,149
04013061038,"Census Tract 610.38, Maricopa County, Arizona",native,3,9
04013061038,"Census Tract 610.38, Maricopa County, Arizona",asian,4,10
04013061038,"Census Tract 610.38, Maricopa County, Arizona",hispanic,951,307
04013061039,"Census Tract 610.39, Maricopa County, Arizona",white,2996,338
04013061039,"Census Tract 610.39, Maricopa County, Arizona",black,231,122
04013061039,"Census Tract 610.39, Maricopa County, Arizona",native,23,29
04013061039,"Census Tract 610.39, Maricopa County, Arizona",asian,187,176
04013061039,"Census Tract 610.39, Maricopa County, Arizona",hispanic,712,189
04013061040,"Census Tract 610.40, Maricopa County, Arizona",white,2213,346
04013061040,"Census Tract 610.40, Maricopa County, Arizona",black,383,118
04013061040,"Census Tract 610.40, Maricopa County, Arizona",native,12,19
04013061040,"Census Tract 610.40, Maricopa County, Arizona",asian,203,148
04013061040,"Census Tract 610.40, Maricopa County, Arizona",hispanic,1332,308
04013061041,"Census Tract 610.41, Maricopa County, Arizona",white,1940,380
04013061041,"Census Tract 610.41, Maricopa County, Arizona",black,470,230
04013061041,"Census Tract 610.41, Maricopa County, Arizona",native,23,27
04013061041,"Census Tract 610.41, Maricopa County, Arizona",asian,64,66
04013061041,"Census Tract 610.41, Maricopa County, Arizona",hispanic,2112,465
04013061042,"Census Tract 610.42, Maricopa County, Arizona",white,1720,299
04013061042,"Census Tract 610.42, Maricopa County, Arizona",black,35,46
04013061042,"Census Tract 610.42, Maricopa County, Arizona",native,0,12
04013061042,"Census Tract 610.42, Maricopa County, Arizona",asian,0,12
04013061042,"Census Tract 610.42, Maricopa County, Arizona",hispanic,437,196
04013061043,"Census Tract 610.43, Maricopa County, Arizona",white,1291,207
04013061043,"Census Tract 610.43, Maricopa County, Arizona",black,239,145
04013061043,"Census Tract 610.43, Maricopa County, Arizona",native,0,12
04013061043,"Census Tract 610.43, Maricopa County, Arizona",asian,31,25
04013061043,"Census Tract 610.43, Maricopa County, Arizona",hispanic,1185,175
04013061044,"Census Tract 610.44, Maricopa County, Arizona",white,5227,850
04013061044,"Census Tract 610.44, Maricopa County, Arizona",black,1298,855
